brood_ID,species,population,collection,female_ID,fresh_or_etoh-preserved,brood_size,sample_storage,ovary_tissue_included,embryo_ID,stage,embryo_dry_weight_g,ovarian_tissue_dry_weight_g,comments,mother_std_length,mother_total_wet_mass,mother_no_ovary_wet_mass,mother_origin
TETI2_III-2022_F9,Xmalinche,TETI2,III-2022,9,etoh,35,2ml etoh,yes,30,25,0.0037,0.0093,#1,4.6,2.81,1.97,wild
TETI2_III-2022_F9,Xmalinche,TETI2,III-2022,9,etoh,35,2ml etoh,yes,31,25,0.0041,0.0093,#1,4.6,2.81,1.97,wild
TETI2_III-2022_F9,Xmalinche,TETI2,III-2022,9,etoh,35,2ml etoh,yes,32,25,0.0054,0.0093,#1,4.6,2.81,1.97,wild
TETI2_III-2022_F9,Xmalinche,TETI2,III-2022,9,etoh,35,2ml etoh,yes,33,25,0.0055,0.0093,#1,4.6,2.81,1.97,wild
TETI2_III-2022_F9,Xmalinche,TETI2,III-2022,9,etoh,35,2ml etoh,yes,34,25,0.0047,0.0093,#1,4.6,2.81,1.97,wild
TETI2_III-2022_F9,Xmalinche,TETI2,III-2022,9,etoh,35,2ml etoh,yes,35,25,0.0046,0.0093,#1,4.6,2.81,1.97,wild
TETI2_III-2022_F10,Xmalinche,TETI2,III-2022,10,etoh,13,2ml etoh,yes,1,0,0.0038,7.00E-04,"even lipids, tan",3,0.68,0.54,wild
TETI2_III-2022_F10,Xmalinche,TETI2,III-2022,10,etoh,13,2ml etoh,yes,2,0,0.004,7.00E-04,#1,3,0.68,0.54,wild
TETI2_III-2022_F10,Xmalinche,TETI2,III-2022,10,etoh,13,2ml etoh,yes,3,0,0.0037,7.00E-04,#1,3,0.68,0.54,wild
TETI2_III-2022_F10,Xmalinche,TETI2,III-2022,10,etoh,13,2ml etoh,yes,4,0,0.0031,7.00E-04,#1,3,0.68,0.54,wild
TETI2_III-2022_F10,Xmalinche,TETI2,III-2022,10,etoh,13,2ml etoh,yes,5,0,0.0033,7.00E-04,#1,3,0.68,0.54,wild
TETI2_III-2022_F10,Xmalinche,TETI2,III-2022,10,etoh,13,2ml etoh,yes,6,0,0.0033,7.00E-04,#1,3,0.68,0.54,wild
TETI2_III-2022_F10,Xmalinche,TETI2,III-2022,10,etoh,13,2ml etoh,yes,7,0,0.0033,7.00E-04,#1,3,0.68,0.54,wild
TETI2_III-2022_F10,Xmalinche,TETI2,III-2022,10,etoh,13,2ml etoh,yes,8,0,0.003,7.00E-04,#1,3,0.68,0.54,wild
TETI2_III-2022_F10,Xmalinche,TETI2,III-2022,10,etoh,13,2ml etoh,yes,9,0,0.0033,7.00E-04,#1,3,0.68,0.54,wild
TETI2_III-2022_F10,Xmalinche,TETI2,III-2022,10,etoh,13,2ml etoh,yes,10,0,0.0041,7.00E-04,#1,3,0.68,0.54,wild
TETI2_III-2022_F10,Xmalinche,TETI2,III-2022,10,etoh,13,2ml etoh,yes,11,0,0.0028,7.00E-04,#1,3,0.68,0.54,wild
TETI2_III-2022_F10,Xmalinche,TETI2,III-2022,10,etoh,13,2ml etoh,yes,12,0,0.0041,7.00E-04,#1,3,0.68,0.54,wild
TETI2_III-2022_F10,Xmalinche,TETI2,III-2022,10,etoh,13,2ml etoh,yes,13,0,0.0031,7.00E-04,#1,3,0.68,0.54,wild
TETI2_III-2022_F11,Xmalinche,TETI2,III-2022,11,etoh,20,2ml etoh,yes,1,25,0.0056,0.0052,body pigments,4.6,2.66,2.07,wild
TETI2_III-2022_F11,Xmalinche,TETI2,III-2022,11,etoh,20,2ml etoh,yes,2,25,0.0055,0.0052,#1,4.6,2.66,2.07,wild
TETI2_III-2022_F11,Xmalinche,TETI2,III-2022,11,etoh,20,2ml etoh,yes,3,25,0.0055,0.0052,"head pigments, early 25",4.6,2.66,2.07,wild
TETI2_III-2022_F11,Xmalinche,TETI2,III-2022,11,etoh,20,2ml etoh,yes,4,20,0.005,0.0052,"eye pigments, part of head missing",4.6,2.66,2.07,wild
TETI2_III-2022_F11,Xmalinche,TETI2,III-2022,11,etoh,20,2ml etoh,yes,5,25,0.0056,0.0052,#1,4.6,2.66,2.07,wild
TETI2_III-2022_F11,Xmalinche,TETI2,III-2022,11,etoh,20,2ml etoh,yes,6,25,0.0044,0.0052,#1,4.6,2.66,2.07,wild
TETI2_III-2022_F11,Xmalinche,TETI2,III-2022,11,etoh,20,2ml etoh,yes,7,25,0.0062,0.0052,#1,4.6,2.66,2.07,wild
TETI2_III-2022_F11,Xmalinche,TETI2,III-2022,11,etoh,20,2ml etoh,yes,8,25,0.0056,0.0052,#1,4.6,2.66,2.07,wild
TETI2_III-2022_F11,Xmalinche,TETI2,III-2022,11,etoh,20,2ml etoh,yes,9,25,0.0037,0.0052,#3,4.6,2.66,2.07,wild
TETI2_III-2022_F11,Xmalinche,TETI2,III-2022,11,etoh,20,2ml etoh,yes,10,25,0.006,0.0052,#3,4.6,2.66,2.07,wild
TETI2_III-2022_F11,Xmalinche,TETI2,III-2022,11,etoh,20,2ml etoh,yes,11,25,0.0051,0.0052,#3,4.6,2.66,2.07,wild
TETI2_III-2022_F11,Xmalinche,TETI2,III-2022,11,etoh,20,2ml etoh,yes,12,25,0.0054,0.0052,#3,4.6,2.66,2.07,wild
TETI2_III-2022_F11,Xmalinche,TETI2,III-2022,11,etoh,20,2ml etoh,yes,13,25,0.0045,0.0052,"part of body missing, looks like #3",4.6,2.66,2.07,wild
TETI2_III-2022_F11,Xmalinche,TETI2,III-2022,11,etoh,20,2ml etoh,yes,14,25,0.006,0.0052,#1,4.6,2.66,2.07,wild
TETI2_III-2022_F11,Xmalinche,TETI2,III-2022,11,etoh,20,2ml etoh,yes,15,25,0.0064,0.0052,#1,4.6,2.66,2.07,wild
TETI2_III-2022_F11,Xmalinche,TETI2,III-2022,11,etoh,20,2ml etoh,yes,16,25,0.0041,0.0052,"#3, part of head missing",4.6,2.66,2.07,wild
TETI2_III-2022_F11,Xmalinche,TETI2,III-2022,11,etoh,20,2ml etoh,yes,17,25,0.0052,0.0052,#3,4.6,2.66,2.07,wild
TETI2_III-2022_F11,Xmalinche,TETI2,III-2022,11,etoh,20,2ml etoh,yes,18,25,0.0058,0.0052,#3,4.6,2.66,2.07,wild
TETI2_III-2022_F11,Xmalinche,TETI2,III-2022,11,etoh,20,2ml etoh,yes,19,25,0.0056,0.0052,"part of body missing, #3",4.6,2.66,2.07,wild
TETI2_III-2022_F11,Xmalinche,TETI2,III-2022,11,etoh,20,2ml etoh,yes,20,25,0.0035,0.0052,"part of body missing, #3",4.6,2.66,2.07,wild
TETI2_III-2022_F12,Xmalinche,TETI2,III-2022,12,etoh,16,2ml etoh,yes,1,20,0.0033,0.0014,eye pigments,3.3,0.83,0.6,wild
TETI2_III-2022_F12,Xmalinche,TETI2,III-2022,12,etoh,16,2ml etoh,yes,2,20,0.0036,0.0014,#1,3.3,0.83,0.6,wild
TETI2_III-2022_F12,Xmalinche,TETI2,III-2022,12,etoh,16,2ml etoh,yes,3,20,0.0041,0.0014,#1,3.3,0.83,0.6,wild
TETI2_III-2022_F12,Xmalinche,TETI2,III-2022,12,etoh,16,2ml etoh,yes,4,20,0.0035,0.0014,#1,3.3,0.83,0.6,wild
TETI2_III-2022_F12,Xmalinche,TETI2,III-2022,12,etoh,16,2ml etoh,yes,5,20,0.0039,0.0014,#1,3.3,0.83,0.6,wild
TETI2_III-2022_F12,Xmalinche,TETI2,III-2022,12,etoh,16,2ml etoh,yes,6,20,0.0038,0.0014,#1,3.3,0.83,0.6,wild
TETI2_III-2022_F12,Xmalinche,TETI2,III-2022,12,etoh,16,2ml etoh,yes,7,20,0.0039,0.0014,#1,3.3,0.83,0.6,wild
TETI2_III-2022_F12,Xmalinche,TETI2,III-2022,12,etoh,16,2ml etoh,yes,8,15,0.0031,0.0014,faint eye pigment,3.3,0.83,0.6,wild
TETI2_III-2022_F12,Xmalinche,TETI2,III-2022,12,etoh,16,2ml etoh,yes,9,10,0.0033,0.0014,head missing,3.3,0.83,0.6,wild
TETI2_III-2022_F12,Xmalinche,TETI2,III-2022,12,etoh,16,2ml etoh,yes,10,20,0.0039,0.0014,#1,3.3,0.83,0.6,wild
TETI2_III-2022_F12,Xmalinche,TETI2,III-2022,12,etoh,16,2ml etoh,yes,11,20,0.0039,0.0014,#1,3.3,0.83,0.6,wild
TETI2_III-2022_F12,Xmalinche,TETI2,III-2022,12,etoh,16,2ml etoh,yes,12,20,0.0037,0.0014,#1,3.3,0.83,0.6,wild
TETI2_III-2022_F12,Xmalinche,TETI2,III-2022,12,etoh,16,2ml etoh,yes,13,20,0.0037,0.0014,#1,3.3,0.83,0.6,wild
TETI2_III-2022_F12,Xmalinche,TETI2,III-2022,12,etoh,16,2ml etoh,yes,14,25,0.0039,0.0014,"head pigments, early 25",3.3,0.83,0.6,wild
TETI2_III-2022_F12,Xmalinche,TETI2,III-2022,12,etoh,16,2ml etoh,yes,15,20,0.0042,0.0014,#1,3.3,0.83,0.6,wild
TETI2_III-2022_F12,Xmalinche,TETI2,III-2022,12,etoh,16,2ml etoh,yes,16,15,0.0034,0.0014,#8,3.3,0.83,0.6,wild
TETI2_III-2022_F13,Xmalinche,TETI2,III-2022,13,etoh,11,2ml etoh,yes,1,10,0.003,6.00E-04,head/optic cups present,3.1,0.73,0.56,wild
TETI2_III-2022_F13,Xmalinche,TETI2,III-2022,13,etoh,11,2ml etoh,yes,2,10,0.003,6.00E-04,#1,3.1,0.73,0.56,wild
TETI2_III-2022_F13,Xmalinche,TETI2,III-2022,13,etoh,11,2ml etoh,yes,3,10,0.0033,6.00E-04,#1,3.1,0.73,0.56,wild
TETI2_III-2022_F13,Xmalinche,TETI2,III-2022,13,etoh,11,2ml etoh,yes,4,15,0.0033,6.00E-04,faint eye pigments,3.1,0.73,0.56,wild
TETI2_III-2022_F13,Xmalinche,TETI2,III-2022,13,etoh,11,2ml etoh,yes,5,15,0.0036,6.00E-04,#4,3.1,0.73,0.56,wild
TETI2_III-2022_F13,Xmalinche,TETI2,III-2022,13,etoh,11,2ml etoh,yes,6,15,0.0033,6.00E-04,#4,3.1,0.73,0.56,wild
TETI2_III-2022_F13,Xmalinche,TETI2,III-2022,13,etoh,11,2ml etoh,yes,7,15,0.0032,6.00E-04,#4,3.1,0.73,0.56,wild
TETI2_III-2022_F13,Xmalinche,TETI2,III-2022,13,etoh,11,2ml etoh,yes,8,0,0.0033,6.00E-04,even lipids,3.1,0.73,0.56,wild
TETI2_III-2022_F13,Xmalinche,TETI2,III-2022,13,etoh,11,2ml etoh,yes,9,15,0.0034,6.00E-04,#4,3.1,0.73,0.56,wild
TETI2_III-2022_F13,Xmalinche,TETI2,III-2022,13,etoh,11,2ml etoh,yes,10,15,0.0036,6.00E-04,#4,3.1,0.73,0.56,wild
TETI2_III-2022_F13,Xmalinche,TETI2,III-2022,13,etoh,11,2ml etoh,yes,11,15,0.0035,6.00E-04,#4,3.1,0.73,0.56,wild
TETI2_III-2022_F14,Xmalinche,TETI2,III-2022,14,etoh,10,2ml etoh,yes,1,30,0.0034,0.0017,caudal pigments,3.7,1.13,0.9,wild
TETI2_III-2022_F14,Xmalinche,TETI2,III-2022,14,etoh,10,2ml etoh,yes,2,35,0.0036,0.0017,pectoral rays pigmented,3.7,1.13,0.9,wild
TETI2_III-2022_F14,Xmalinche,TETI2,III-2022,14,etoh,10,2ml etoh,yes,3,30,0.0042,0.0017,#1,3.7,1.13,0.9,wild
TETI2_III-2022_F14,Xmalinche,TETI2,III-2022,14,etoh,10,2ml etoh,yes,4,30,0.0037,0.0017,#1,3.7,1.13,0.9,wild
TETI2_III-2022_F14,Xmalinche,TETI2,III-2022,14,etoh,10,2ml etoh,yes,5,30,0.0036,0.0017,#1,3.7,1.13,0.9,wild
TETI2_III-2022_F14,Xmalinche,TETI2,III-2022,14,etoh,10,2ml etoh,yes,6,30,0.0039,0.0017,#1,3.7,1.13,0.9,wild
TETI2_III-2022_F14,Xmalinche,TETI2,III-2022,14,etoh,10,2ml etoh,yes,7,30,0.0031,0.0017,#1,3.7,1.13,0.9,wild
TETI2_III-2022_F14,Xmalinche,TETI2,III-2022,14,etoh,10,2ml etoh,yes,8,30,0.0039,0.0017,#1,3.7,1.13,0.9,wild
TETI2_III-2022_F14,Xmalinche,TETI2,III-2022,14,etoh,10,2ml etoh,yes,9,30,0.0031,0.0017,#1,3.7,1.13,0.9,wild
TETI2_III-2022_F14,Xmalinche,TETI2,III-2022,14,etoh,10,2ml etoh,yes,10,35,0.0036,0.0017,#2,3.7,1.13,0.9,wild
TETI2_III-2022_F15,Xmalinche,TETI2,III-2022,15,etoh,15,2ml etoh,yes,1,50,0.0035,0.0079,developed with yolk,4.6,2.37,1.8,wild
TETI2_III-2022_F15,Xmalinche,TETI2,III-2022,15,etoh,15,2ml etoh,yes,2,50,0.0035,0.0079,#1,4.6,2.37,1.8,wild
TETI2_III-2022_F15,Xmalinche,TETI2,III-2022,15,etoh,15,2ml etoh,yes,3,50,0.004,0.0079,#1,4.6,2.37,1.8,wild
TETI2_III-2022_F15,Xmalinche,TETI2,III-2022,15,etoh,15,2ml etoh,yes,4,50,0.0041,0.0079,#1,4.6,2.37,1.8,wild
TETI2_III-2022_F15,Xmalinche,TETI2,III-2022,15,etoh,15,2ml etoh,yes,5,50,0.0038,0.0079,#1,4.6,2.37,1.8,wild
TETI2_III-2022_F15,Xmalinche,TETI2,III-2022,15,etoh,15,2ml etoh,yes,6,50,0.0028,0.0079,#1,4.6,2.37,1.8,wild
TETI2_III-2022_F15,Xmalinche,TETI2,III-2022,15,etoh,15,2ml etoh,yes,7,50,0.004,0.0079,#1,4.6,2.37,1.8,wild
TETI2_III-2022_F15,Xmalinche,TETI2,III-2022,15,etoh,15,2ml etoh,yes,8,50,0.0045,0.0079,#1,4.6,2.37,1.8,wild
TETI2_III-2022_F15,Xmalinche,TETI2,III-2022,15,etoh,15,2ml etoh,yes,9,50,0.0048,0.0079,#1,4.6,2.37,1.8,wild
TETI2_III-2022_F15,Xmalinche,TETI2,III-2022,15,etoh,15,2ml etoh,yes,10,50,0.004,0.0079,#1,4.6,2.37,1.8,wild
TETI2_III-2022_F15,Xmalinche,TETI2,III-2022,15,etoh,15,2ml etoh,yes,11,50,0.0044,0.0079,#1,4.6,2.37,1.8,wild
TETI2_III-2022_F15,Xmalinche,TETI2,III-2022,15,etoh,15,2ml etoh,yes,12,50,0.0047,0.0079,#1,4.6,2.37,1.8,wild
TETI2_III-2022_F15,Xmalinche,TETI2,III-2022,15,etoh,15,2ml etoh,yes,13,50,0.0041,0.0079,#1,4.6,2.37,1.8,wild
TETI2_III-2022_F15,Xmalinche,TETI2,III-2022,15,etoh,15,2ml etoh,yes,14,50,0.0027,0.0079,#1,4.6,2.37,1.8,wild
TETI2_III-2022_F15,Xmalinche,TETI2,III-2022,15,etoh,15,2ml etoh,yes,15,50,0.004,0.0079,#1,4.6,2.37,1.8,wild
TETI2_III-2022_F16,Xmalinche,TETI2,III-2022,16,etoh,23,2ml etoh,yes,1,25,0.0045,0.0029,body pigments,4.1,1.81,1.39,wild
TETI2_III-2022_F16,Xmalinche,TETI2,III-2022,16,etoh,23,2ml etoh,yes,2,25,0.0048,0.0029,#1,4.1,1.81,1.39,wild
TETI2_III-2022_F16,Xmalinche,TETI2,III-2022,16,etoh,23,2ml etoh,yes,3,25,0.0041,0.0029,"body pigments, buried in yolk",4.1,1.81,1.39,wild
TETI2_III-2022_F16,Xmalinche,TETI2,III-2022,16,etoh,23,2ml etoh,yes,4,25,0.0041,0.0029,#3,4.1,1.81,1.39,wild
TETI2_III-2022_F16,Xmalinche,TETI2,III-2022,16,etoh,23,2ml etoh,yes,5,25,0.0039,0.0029,#1,4.1,1.81,1.39,wild
TETI2_III-2022_F16,Xmalinche,TETI2,III-2022,16,etoh,23,2ml etoh,yes,6,25,0.0038,0.0029,#3,4.1,1.81,1.39,wild
TETI2_III-2022_F16,Xmalinche,TETI2,III-2022,16,etoh,23,2ml etoh,yes,7,25,0.0038,0.0029,#3,4.1,1.81,1.39,wild
TETI2_III-2022_F16,Xmalinche,TETI2,III-2022,16,etoh,23,2ml etoh,yes,8,25,0.0028,0.0029,#1,4.1,1.81,1.39,wild
TETI2_III-2022_F16,Xmalinche,TETI2,III-2022,16,etoh,23,2ml etoh,yes,9,25,0.0035,0.0029,#3,4.1,1.81,1.39,wild
TETI2_III-2022_F16,Xmalinche,TETI2,III-2022,16,etoh,23,2ml etoh,yes,10,25,0.0036,0.0029,#3,4.1,1.81,1.39,wild
TETI2_III-2022_F16,Xmalinche,TETI2,III-2022,16,etoh,23,2ml etoh,yes,11,25,0.0032,0.0029,#3,4.1,1.81,1.39,wild
TETI2_III-2022_F16,Xmalinche,TETI2,III-2022,16,etoh,23,2ml etoh,yes,12,25,0.0048,0.0029,head pigments,4.1,1.81,1.39,wild
TETI2_III-2022_F16,Xmalinche,TETI2,III-2022,16,etoh,23,2ml etoh,yes,13,25,0.005,0.0029,#12,4.1,1.81,1.39,wild
TETI2_III-2022_F16,Xmalinche,TETI2,III-2022,16,etoh,23,2ml etoh,yes,14,25,0.0047,0.0029,#12,4.1,1.81,1.39,wild
TETI2_III-2022_F16,Xmalinche,TETI2,III-2022,16,etoh,23,2ml etoh,yes,15,25,0.0042,0.0029,#1,4.1,1.81,1.39,wild
TETI2_III-2022_F16,Xmalinche,TETI2,III-2022,16,etoh,23,2ml etoh,yes,16,25,0.0042,0.0029,#3,4.1,1.81,1.39,wild
TETI2_III-2022_F16,Xmalinche,TETI2,III-2022,16,etoh,23,2ml etoh,yes,17,25,0.0045,0.0029,#12,4.1,1.81,1.39,wild
TETI2_III-2022_F16,Xmalinche,TETI2,III-2022,16,etoh,23,2ml etoh,yes,18,25,0.0048,0.0029,#1,4.1,1.81,1.39,wild
TETI2_III-2022_F16,Xmalinche,TETI2,III-2022,16,etoh,23,2ml etoh,yes,19,25,0.0037,0.0029,#12,4.1,1.81,1.39,wild
TETI2_III-2022_F16,Xmalinche,TETI2,III-2022,16,etoh,23,2ml etoh,yes,20,25,0.0043,0.0029,#12,4.1,1.81,1.39,wild
TETI2_III-2022_F16,Xmalinche,TETI2,III-2022,16,etoh,23,2ml etoh,yes,21,25,0.0044,0.0029,#12,4.1,1.81,1.39,wild
TETI2_III-2022_F16,Xmalinche,TETI2,III-2022,16,etoh,23,2ml etoh,yes,22,25,0.0043,0.0029,#12,4.1,1.81,1.39,wild
TETI2_III-2022_F16,Xmalinche,TETI2,III-2022,16,etoh,23,2ml etoh,yes,23,25,0.0039,0.0029,#1,4.1,1.81,1.39,wild
TETI2_III-2022_F17,Xmalinche,TETI2,III-2022,17,etoh,20,2ml etoh,yes,1,45,0.0038,0.0101,scales appearing,4.5,2.26,1.73,wild
TETI2_III-2022_F17,Xmalinche,TETI2,III-2022,17,etoh,20,2ml etoh,yes,2,45,0.0045,0.0101,#1,4.5,2.26,1.73,wild
TETI2_III-2022_F17,Xmalinche,TETI2,III-2022,17,etoh,20,2ml etoh,yes,3,45,0.0033,0.0101,"yolk loose, #1",4.5,2.26,1.73,wild
TETI2_III-2022_F17,Xmalinche,TETI2,III-2022,17,etoh,20,2ml etoh,yes,4,45,0.0037,0.0101,#1,4.5,2.26,1.73,wild
TETI2_III-2022_F17,Xmalinche,TETI2,III-2022,17,etoh,20,2ml etoh,yes,5,45,0.003,0.0101,#1,4.5,2.26,1.73,wild
TETI2_III-2022_F17,Xmalinche,TETI2,III-2022,17,etoh,20,2ml etoh,yes,6,45,0.0032,0.0101,#1,4.5,2.26,1.73,wild
TETI2_III-2022_F17,Xmalinche,TETI2,III-2022,17,etoh,20,2ml etoh,yes,7,45,0.0035,0.0101,#1,4.5,2.26,1.73,wild
TETI2_III-2022_F17,Xmalinche,TETI2,III-2022,17,etoh,20,2ml etoh,yes,8,45,0.0037,0.0101,#1,4.5,2.26,1.73,wild
TETI2_III-2022_F17,Xmalinche,TETI2,III-2022,17,etoh,20,2ml etoh,yes,9,45,0.0037,0.0101,#1,4.5,2.26,1.73,wild
TETI2_III-2022_F17,Xmalinche,TETI2,III-2022,17,etoh,20,2ml etoh,yes,10,45,0.0046,0.0101,#1,4.5,2.26,1.73,wild
TETI2_III-2022_F17,Xmalinche,TETI2,III-2022,17,etoh,20,2ml etoh,yes,11,45,0.0036,0.0101,#1,4.5,2.26,1.73,wild
TETI2_III-2022_F17,Xmalinche,TETI2,III-2022,17,etoh,20,2ml etoh,yes,12,45,0.0035,0.0101,#1,4.5,2.26,1.73,wild
TETI2_III-2022_F17,Xmalinche,TETI2,III-2022,17,etoh,20,2ml etoh,yes,13,45,0.0039,0.0101,#1,4.5,2.26,1.73,wild
TETI2_III-2022_F17,Xmalinche,TETI2,III-2022,17,etoh,20,2ml etoh,yes,14,45,0.0035,0.0101,"#1, damaged",4.5,2.26,1.73,wild
TETI2_III-2022_F17,Xmalinche,TETI2,III-2022,17,etoh,20,2ml etoh,yes,15,45,0.0031,0.0101,#1,4.5,2.26,1.73,wild
TETI2_III-2022_F17,Xmalinche,TETI2,III-2022,17,etoh,20,2ml etoh,yes,16,45,0.0043,0.0101,#1,4.5,2.26,1.73,wild
TETI2_III-2022_F17,Xmalinche,TETI2,III-2022,17,etoh,20,2ml etoh,yes,17,45,0.0031,0.0101,#1,4.5,2.26,1.73,wild
TETI2_III-2022_F17,Xmalinche,TETI2,III-2022,17,etoh,20,2ml etoh,yes,18,45,0.0046,0.0101,#1,4.5,2.26,1.73,wild
TETI2_III-2022_F17,Xmalinche,TETI2,III-2022,17,etoh,20,2ml etoh,yes,19,45,0.0047,0.0101,#1,4.5,2.26,1.73,wild
TETI2_III-2022_F17,Xmalinche,TETI2,III-2022,17,etoh,20,2ml etoh,yes,20,45,0.0022,0.0101,#1,4.5,2.26,1.73,wild
TETI2_III-2022_F18,Xmalinche,TETI2,III-2022,18,etoh,13,2ml etoh,yes,1,30,0.0036,0.0018,caudal pigments,3.7,1.29,0.97,wild
TETI2_III-2022_F18,Xmalinche,TETI2,III-2022,18,etoh,13,2ml etoh,yes,2,30,0.0036,0.0018,#1,3.7,1.29,0.97,wild
TETI2_III-2022_F18,Xmalinche,TETI2,III-2022,18,etoh,13,2ml etoh,yes,3,30,0.0037,0.0018,#1,3.7,1.29,0.97,wild
TETI2_III-2022_F18,Xmalinche,TETI2,III-2022,18,etoh,13,2ml etoh,yes,4,30,0.004,0.0018,#1,3.7,1.29,0.97,wild
TETI2_III-2022_F18,Xmalinche,TETI2,III-2022,18,etoh,13,2ml etoh,yes,5,30,0.004,0.0018,#1,3.7,1.29,0.97,wild
TETI2_III-2022_F18,Xmalinche,TETI2,III-2022,18,etoh,13,2ml etoh,yes,6,30,0.0038,0.0018,#1,3.7,1.29,0.97,wild
TETI2_III-2022_F18,Xmalinche,TETI2,III-2022,18,etoh,13,2ml etoh,yes,7,30,0.004,0.0018,#1,3.7,1.29,0.97,wild
TETI2_III-2022_F18,Xmalinche,TETI2,III-2022,18,etoh,13,2ml etoh,yes,8,30,0.0033,0.0018,#1,3.7,1.29,0.97,wild
TETI2_III-2022_F18,Xmalinche,TETI2,III-2022,18,etoh,13,2ml etoh,yes,9,30,0.0036,0.0018,#1,3.7,1.29,0.97,wild
TETI2_III-2022_F18,Xmalinche,TETI2,III-2022,18,etoh,13,2ml etoh,yes,10,30,0.0038,0.0018,#1,3.7,1.29,0.97,wild
TETI2_III-2022_F18,Xmalinche,TETI2,III-2022,18,etoh,13,2ml etoh,yes,11,30,0.0042,0.0018,#1,3.7,1.29,0.97,wild
TETI2_III-2022_F18,Xmalinche,TETI2,III-2022,18,etoh,13,2ml etoh,yes,12,30,0.0033,0.0018,#1,3.7,1.29,0.97,wild
TETI2_III-2022_F18,Xmalinche,TETI2,III-2022,18,etoh,13,2ml etoh,yes,13,30,0.0036,0.0018,#1,3.7,1.29,0.97,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,1,45,0.0048,0.0102,scales present,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,2,45,0.0036,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,3,45,0.004,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,4,45,0.0046,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,5,45,0.004,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,6,45,0.0048,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,7,45,0.0043,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,8,45,0.005,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,9,45,0.0025,0.0102,"#1, small",4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,10,45,0.0033,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,11,45,0.0035,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,12,45,0.0044,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,13,45,0.0051,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,14,45,0.0044,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,15,45,0.0048,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,16,45,0.0053,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,17,45,0.005,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,18,45,0.0044,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,19,45,0.0035,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,20,45,0.005,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,21,45,0.0048,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,22,45,0.0051,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F19,Xmalinche,TETI2,III-2022,19,etoh,23,2ml etoh,yes,23,45,0.0042,0.0102,#1,4.5,2.42,1.77,wild
TETI2_III-2022_F20,Xmalinche,TETI2,III-2022,20,etoh,18,2ml etoh,yes,1,40,0.0043,0.0038,dorsal/anal fin pigments,4.3,1.82,1.32,wild
