born_on_date,born_month,born_year,collection,species_site,species,site,parents,tank_id,brood_no,brood_ID,individual,sl_mm,hw_mm,hw/sl,notes,gen
6-IV-21,IV,21,IV-21,Xmal_xbirCALL,Xmal_xbir,CALL,,OD3-1,4,Xmal_xbirCALL_IV-21_4,3,10.687,2.45,0.229250491,,
6-IV-21,IV,21,IV-21,Xmal_xbirCALL,Xmal_xbir,CALL,,OD3-1,4,Xmal_xbirCALL_IV-21_4,4,10.092,1.748,0.1732065,,
6-IV-21,IV,21,IV-21,Xmal_xbirCALL,Xmal_xbir,CALL,,OD3-1,4,Xmal_xbirCALL_IV-21_4,5,8.862,1.976,0.222974498,,
6-IV-21,IV,21,IV-21,Xmal_xbirCALL,Xmal_xbir,CALL,,OD3-1,4,Xmal_xbirCALL_IV-21_4,6,10.675,2.292,0.21470726,,
6-IV-21,IV,21,IV-21,Xmal_xbirCALL,Xmal_xbir,CALL,,OD3-1,4,Xmal_xbirCALL_IV-21_4,7,10.747,2.491,0.231785615,,
6-IV-21,IV,21,IV-21,Xmal_xbirCALL,Xmal_xbir,CALL,,OD3-1,4,Xmal_xbirCALL_IV-21_4,8,10.756,2.412,0.224246932,,
6-IV-21,IV,21,IV-21,Xmal_xbirCALL,Xmal_xbir,CALL,,OD3-1,4,Xmal_xbirCALL_IV-21_4,9,10.571,2.354,0.222684703,,
6-IV-21,IV,21,IV-21,Xmal_xbirCALL,Xmal_xbir,CALL,,OD3-1,4,Xmal_xbirCALL_IV-21_4,10,10.05,2.478,0.246567164,,
6-IV-21,IV,21,IV-21,Xmal_xbirCALL,Xmal_xbir,CALL,,OD3-1,4,Xmal_xbirCALL_IV-21_4,11,9.334,1.929,0.20666381,,
6-IV-21,IV,21,IV-21,Xmal_xbirCALL,Xmal_xbir,CALL,,OD3-1,4,Xmal_xbirCALL_IV-21_4,12,10.185,2.307,0.226509573,,
6-IV-21,IV,21,IV-21,Xmal_xbirCALL,Xmal_xbir,CALL,,OD3-1,4,Xmal_xbirCALL_IV-21_4,13,9.881,1.692,0.171237729,,
6-IV-21,IV,21,IV-21,Xmal_xbirCALL,Xmal_xbir,CALL,,OD3-1,4,Xmal_xbirCALL_IV-21_4,14,10.694,2.25,0.210398354,,
6-IV-21,IV,21,IV-21,Xmal_xbirCALL,Xmal_xbir,CALL,,OD3-1,4,Xmal_xbirCALL_IV-21_4,15,10.141,2.078,0.204910758,,
6-IV-21,IV,21,IV-21,Xmal_xbirCALL,Xmal_xbir,CALL,,OD3-1,4,Xmal_xbirCALL_IV-21_4,16,8.839,1.849,0.20918656,,
6-IV-21,IV,21,IV-21,Xmal_xbirCALL,Xmal_xbir,CALL,,OD3-1,4,Xmal_xbirCALL_IV-21_4,17,10.69,2.538,0.237418148,,
6-IV-21,IV,21,IV-21,Xmal_xbirCALL,Xmal_xbir,CALL,,OD3-1,4,Xmal_xbirCALL_IV-21_4,18,10.834,2.524,0.232970279,,
6-IV-21,IV,21,IV-21,Xmal_xbirCALL,Xmal_xbir,CALL,,OD3-1,4,Xmal_xbirCALL_IV-21_4,19,8.746,1.613,0.184427167,,
6-IV-21,IV,21,IV-21,Xmal_xbirCALL,Xmal_xbir,CALL,,OD3-1,4,Xmal_xbirCALL_IV-21_4,20,9.9,1.769,0.178686869,,
6-IV-21,IV,21,IV-21,Xmal_xbirCALL,Xmal_xbir,CALL,,OD3-1,4,Xmal_xbirCALL_IV-21_4,21,9.513,1.869,0.196467991,,
6-IV-21,IV,21,IV-21,Xmal_xbirCALL,Xmal_xbir,CALL,,OD3-1,4,Xmal_xbirCALL_IV-21_4,22,9.927,NA,NA,,
6-IV-21,IV,21,IV-21,Xmal_xbirCALL,Xmal_xbir,CALL,,OD3-1,4,Xmal_xbirCALL_IV-21_4,23,9.438,2.25,0.238397966,,
6-IV-21,IV,21,IV-21,Xmal_xbirCALL,Xmal_xbir,CALL,,OD3-1,4,Xmal_xbirCALL_IV-21_4,24,10.217,2.163,0.21170598,,
11-IV-22,IV,22,IV-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158?,,5,Xmal_xbirCALL_IV-22_5,1,11.222,2.191,0.19524149,,
11-IV-22,IV,22,IV-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158?,,5,Xmal_xbirCALL_IV-22_5,2,11.718,2.475,0.211213518,,
11-IV-22,IV,22,IV-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158?,,5,Xmal_xbirCALL_IV-22_5,3,9.975,1.917,0.192180451,,
11-IV-22,IV,22,IV-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158?,,5,Xmal_xbirCALL_IV-22_5,4,11.365,2.342,0.206071271,,
11-IV-22,IV,22,IV-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158?,,5,Xmal_xbirCALL_IV-22_5,5,11.139,2.313,0.207648802,,
11-IV-22,IV,22,IV-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158?,,5,Xmal_xbirCALL_IV-22_5,6,10.789,2.281,0.211419038,,
11-IV-22,IV,22,IV-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158?,,5,Xmal_xbirCALL_IV-22_5,7,11.283,2.377,0.210670921,,
11-IV-22,IV,22,IV-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158?,,5,Xmal_xbirCALL_IV-22_5,8,10.375,2.263,0.218120482,,
11-IV-22,IV,22,IV-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158?,,5,Xmal_xbirCALL_IV-22_5,9,11.007,1.933,0.175615517,,
11-IV-22,IV,22,IV-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158?,,5,Xmal_xbirCALL_IV-22_5,10,10.781,2.094,0.194230591,,
11-IV-22,IV,22,IV-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158?,,5,Xmal_xbirCALL_IV-22_5,11,11.049,2.431,0.220019911,,
11-IV-22,IV,22,IV-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158?,,5,Xmal_xbirCALL_IV-22_5,12,10.46,2.046,0.195602294,,
11-IV-22,IV,22,IV-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158?,,5,Xmal_xbirCALL_IV-22_5,13,10.148,1.962,0.193338589,,
18-III-22,III,22,III-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158,OC3-8,6,Xmal_xbirCALL_III-22_6,1,9.997,2.154,0.215464639,,
18-III-22,III,22,III-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158,OC3-8,6,Xmal_xbirCALL_III-22_6,2,10.026,2.1,0.209455416,,
18-III-22,III,22,III-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158,OC3-8,6,Xmal_xbirCALL_III-22_6,3,10.274,1.999,0.194568814,,
18-III-22,III,22,III-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158,OC3-8,6,Xmal_xbirCALL_III-22_6,4,11.845,2.435,0.205571971,,
18-III-22,III,22,III-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158,OC3-8,6,Xmal_xbirCALL_III-22_6,5,9.395,2.257,0.240234167,,
27-IV-22,IV,22,IV-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000163,,7,Xmal_xbirCALL_IV-22_7,1,7.999,2.23,0.278784848,,
27-IV-22,IV,22,IV-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000163,,7,Xmal_xbirCALL_IV-22_7,2,9.23,2.077,0.225027086,,
27-IV-22,IV,22,IV-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000163,,7,Xmal_xbirCALL_IV-22_7,3,9.556,2.216,0.231896191,,
27-IV-22,IV,22,IV-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000163,,7,Xmal_xbirCALL_IV-22_7,4,9.247,2.019,0.218341084,,
27-IV-22,IV,22,IV-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000163,,7,Xmal_xbirCALL_IV-22_7,5,9.483,2.167,0.228514183,,
5-V-22,V,22,V-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158,,8,Xmal_xbirCALL_V-22_8,1,10.298,2.503,0.243056904,,
2-VI-22,VI,22,VI-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158,OC3-8,9,Xmal_xbirCALL_VI-22_9,1,9.766,1.969,0.201617858,,
2-VI-22,VI,22,VI-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158,OC3-8,9,Xmal_xbirCALL_VI-22_9,2,10.693,2.156,0.201627233,,
2-VI-22,VI,22,VI-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158,OC3-8,9,Xmal_xbirCALL_VI-22_9,3,9.133,2.03,0.222270886,,
2-VI-22,VI,22,VI-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158,OC3-8,9,Xmal_xbirCALL_VI-22_9,4,9.106,1.993,0.218866681,,
2-VI-22,VI,22,VI-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158,OC3-8,9,Xmal_xbirCALL_VI-22_9,5,9.844,2.146,0.218000813,,
2-VI-22,VI,22,VI-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000158,OC3-8,9,Xmal_xbirCALL_VI-22_9,6,10.771,2.341,0.217342865,,
17-VI-22,VI,22,VI-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000156,OC3-8,10,Xmal_xbirCALL_VI-22_10,1,8.916,2.333,0.261664424,,
17-VI-22,VI,22,VI-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000156,OC3-8,10,Xmal_xbirCALL_VI-22_10,2,10.578,2.132,0.201550388,,
17-VI-22,VI,22,VI-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000156,OC3-8,10,Xmal_xbirCALL_VI-22_10,3,9.574,2.008,0.209734698,,
17-VI-22,VI,22,VI-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000156,OC3-8,10,Xmal_xbirCALL_VI-22_10,4,10.044,1.928,0.191955396,,
17-VI-22,VI,22,VI-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000156,OC3-8,10,Xmal_xbirCALL_VI-22_10,5,10.639,2.272,0.213553905,,
3-X-22,X,22,X-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000202,,11,Xmal_xbirCALL_X-22_11,1,10.16,2.03,0.19980315,,
3-X-22,X,22,X-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000202,,11,Xmal_xbirCALL_X-22_11,2,9.906,2.214,0.223500909,,
3-X-22,X,22,X-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000202,,11,Xmal_xbirCALL_X-22_11,3,9.95,2.062,0.207236181,,
3-X-22,X,22,X-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000202,,11,Xmal_xbirCALL_X-22_11,4,10.502,2.068,0.196914873,,
3-X-22,X,22,X-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000202,,11,Xmal_xbirCALL_X-22_11,5,9.165,2.134,0.232842335,,
5-X-22,X,22,X-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000202,LB-roof,12,Xmal_xbirCALL_X-22_12,1,10.055,2.158,0.214619592,,
5-X-22,X,22,X-22,Xmal_xbirCALL,Xmal_xbir,CALL,S000202,LB-roof,12,Xmal_xbirCALL_X-22_12,2,9.984,2.002,0.200520833,,
5-IV-22,IV,22,IV-22,Xmal_xbirCAPS,Xmal_xbir,CAPS,S000132,G2,1,Xmal_xbirCAPS_IV-22_1,1,9.996,2.037,0.203781513,,
5-IV-22,IV,22,IV-22,Xmal_xbirCAPS,Xmal_xbir,CAPS,S000132,G2,1,Xmal_xbirCAPS_IV-22_1,2,10.091,2.241,0.22207908,,
5-IV-22,IV,22,IV-22,Xmal_xbirCAPS,Xmal_xbir,CAPS,S000132,G2,1,Xmal_xbirCAPS_IV-22_1,3,10.239,2.211,0.215939057,,
5-IV-22,IV,22,IV-22,Xmal_xbirCAPS,Xmal_xbir,CAPS,S000132,G2,1,Xmal_xbirCAPS_IV-22_1,4,10.251,2.414,0.235489221,,
5-IV-22,IV,22,IV-22,Xmal_xbirCAPS,Xmal_xbir,CAPS,S000132,G2,1,Xmal_xbirCAPS_IV-22_1,5,10.594,2.345,0.221351709,,
5-IV-22,IV,22,IV-22,Xmal_xbirCAPS,Xmal_xbir,CAPS,S000132,G2,1,Xmal_xbirCAPS_IV-22_1,6,10.552,2.219,0.210291888,,
5-IV-22,IV,22,IV-22,Xmal_xbirCAPS,Xmal_xbir,CAPS,S000132,G2,1,Xmal_xbirCAPS_IV-22_1,7,10.291,2.329,0.226314255,,
5-IV-22,IV,22,IV-22,Xmal_xbirCAPS,Xmal_xbir,CAPS,S000132,G2,1,Xmal_xbirCAPS_IV-22_1,8,9.182,1.848,0.201263341,,
29-V-22,V,22,V-22,Xmal_xbirCAPS,Xmal_xbir,CAPS,S000132,,2,Xmal_xbirCAPS_V-22_2,1,10.102,1.923,0.190358345,,
29-V-22,V,22,V-22,Xmal_xbirCAPS,Xmal_xbir,CAPS,S000132,,2,Xmal_xbirCAPS_V-22_2,2,10.161,2.323,0.22861923,,
29-V-22,V,22,V-22,Xmal_xbirCAPS,Xmal_xbir,CAPS,S000132,,2,Xmal_xbirCAPS_V-22_2,3,10.449,1.921,0.183845344,,
12-V-22,V,22,V-22,Xmal_xbirCAPS,Xmal_xbir,CAPS,S000132,,3,Xmal_xbirCAPS_V-22_3,1,7.894,1.746,0.221180644,,
12-V-22,V,22,V-22,Xmal_xbirCAPS,Xmal_xbir,CAPS,S000132,,3,Xmal_xbirCAPS_V-22_3,2,7.076,1.646,0.232617298,,
17-VI-22,VI,22,VI-22,Xmal_xbirCAPS,Xmal_xbir,CAPS,,,4,Xmal_xbirCAPS_VI-22_4,1,7.769,1.846,0.237611018,,
17-VI-22,VI,22,VI-22,Xmal_xbirCAPS,Xmal_xbir,CAPS,,,4,Xmal_xbirCAPS_VI-22_4,2,7.895,1.773,0.224572514,,
17-VI-22,VI,22,VI-22,Xmal_xbirCAPS,Xmal_xbir,CAPS,,,4,Xmal_xbirCAPS_VI-22_4,3,7.685,1.798,0.233962264,,
17-VI-22,VI,22,VI-22,Xmal_xbirCAPS,Xmal_xbir,CAPS,,,4,Xmal_xbirCAPS_VI-22_4,4,7.146,1.674,0.234256927,,
17-VI-22,VI,22,VI-22,Xmal_xbirCAPS,Xmal_xbir,CAPS,,,4,Xmal_xbirCAPS_VI-22_4,5,7.98,1.963,0.245989975,,
17-VI-22,VI,22,VI-22,Xmal_xbirCAPS,Xmal_xbir,CAPS,,,4,Xmal_xbirCAPS_VI-22_4,6,7.971,1.832,0.229833145,,
17-VI-22,VI,22,VI-22,Xmal_xbirCAPS,Xmal_xbir,CAPS,,,4,Xmal_xbirCAPS_VI-22_4,7,8.234,1.712,0.207918387,,
17-VI-22,VI,22,VI-22,Xmal_xbirCAPS,Xmal_xbir,CAPS,,,4,Xmal_xbirCAPS_VI-22_4,8,8.257,1.72,0.208308102,,
6-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,,OC2-6,1,Xmal_xbirPLNK_IV-22_1,1,10.323,2.492,0.241402693,,
6-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,,OC2-6,1,Xmal_xbirPLNK_IV-22_1,2,10.532,2.657,0.252278769,,
6-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,,OC2-6,1,Xmal_xbirPLNK_IV-22_1,3,10.456,2.589,0.247609028,,
6-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,,OC2-6,1,Xmal_xbirPLNK_IV-22_1,4,10.605,2.081,0.196228194,,
6-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,,OC2-6,1,Xmal_xbirPLNK_IV-22_1,5,10.534,2.313,0.21957471,,
6-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,,OC2-6,1,Xmal_xbirPLNK_IV-22_1,6,9.967,1.864,0.187017157,,
6-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,,OC2-6,1,Xmal_xbirPLNK_IV-22_1,7,10.367,2.319,0.223690557,,
6-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,,OC2-6,1,Xmal_xbirPLNK_IV-22_1,8,9.704,1.857,0.191364386,,
6-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,,OC2-6,1,Xmal_xbirPLNK_IV-22_1,9,10.94,2.488,0.227422303,,
6-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,,OC2-6,1,Xmal_xbirPLNK_IV-22_1,10,10.566,1.991,0.188434602,,
6-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,,OC2-6,1,Xmal_xbirPLNK_IV-22_1,11,10.622,2.272,0.213895688,,
6-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,,OC2-6,1,Xmal_xbirPLNK_IV-22_1,12,10.882,2.101,0.193071127,,
6-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,,OC2-6,1,Xmal_xbirPLNK_IV-22_1,13,10.464,2.188,0.209097859,,
6-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,,OC2-6,1,Xmal_xbirPLNK_IV-22_1,14,9.378,2.253,0.240243122,,
13-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,WC parents 24-III-22,OC2-6,2,Xmal_xbirPLNK_IV-22_2,1,11.619,2.38,0.204836905,,
13-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,WC parents 24-III-22,OC2-6,2,Xmal_xbirPLNK_IV-22_2,2,11.28,2.313,0.205053191,,
13-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,WC parents 24-III-22,OC2-6,2,Xmal_xbirPLNK_IV-22_2,3,11.807,2.689,0.227746252,,
13-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,WC parents 24-III-22,OC2-6,2,Xmal_xbirPLNK_IV-22_2,4,11.145,2.253,0.202153432,,
13-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,WC parents 24-III-22,OC2-6,2,Xmal_xbirPLNK_IV-22_2,5,10.718,2.529,0.235958201,,
18-III-22,III,22,III-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,S000164,OC2-1,3,Xmal_xbirPLNK_III-22_3,1,10.421,2.031,0.194894924,,
18-III-22,III,22,III-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,S000164,OC2-1,3,Xmal_xbirPLNK_III-22_3,2,9.785,1.868,0.190904446,,
18-III-22,III,22,III-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,S000164,OC2-1,3,Xmal_xbirPLNK_III-22_3,3,10.306,2.114,0.205123229,,
18-III-22,III,22,III-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,S000164,OC2-1,3,Xmal_xbirPLNK_III-22_3,4,10.454,1.863,0.178209298,,
18-III-22,III,22,III-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,S000164,OC2-1,3,Xmal_xbirPLNK_III-22_3,5,10.464,2.024,0.193425076,,
18-III-22,III,22,III-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,S000164,OC2-1,3,Xmal_xbirPLNK_III-22_3,6,10.27,2.2,0.214216164,,
18-III-22,III,22,III-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,S000164,OC2-1,3,Xmal_xbirPLNK_III-22_3,7,11.03,2.297,0.208250227,,
27-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,S000167,,4,Xmal_xbirPLNK_IV-22_4,1,9.116,1.862,0.204256253,,
27-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,S000167,,4,Xmal_xbirPLNK_IV-22_4,2,9.894,1.766,0.178492015,,
27-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,S000167,,4,Xmal_xbirPLNK_IV-22_4,3,9.316,2.22,0.238299699,,
27-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,S000167,,4,Xmal_xbirPLNK_IV-22_4,4,9.92,2.119,0.213608871,,
27-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,S000167,,4,Xmal_xbirPLNK_IV-22_4,5,10.228,2.137,0.208936253,,
27-IV-22,IV,22,IV-22,Xmal_xbirPLNK,Xmal_xbir,PLNK,S000167,,4,Xmal_xbirPLNK_IV-22_4,6,9.778,1.784,0.182450399,,
4-I-22,I,22,I-22,XmalCHIC,Xmal,CHIC,on roof,,1,XmalCHIC_I-22_1,1,8.206,1.889,0.230197417,,
4-I-22,I,22,I-22,XmalCHIC,Xmal,CHIC,on roof,,1,XmalCHIC_I-22_1,2,8.014,1.702,0.212378338,,
4-I-22,I,22,I-22,XmalCHIC,Xmal,CHIC,on roof,,1,XmalCHIC_I-22_1,3,8.448,1.715,0.203006629,,
2-II-22,II,22,II-22,XmalCHIC,Xmal,CHIC,S000140,,2,XmalCHIC_II-22_2,1,11.772,2.237,0.190027183,,
2-II-22,II,22,II-22,XmalCHIC,Xmal,CHIC,S000140,,2,XmalCHIC_II-22_2,2,11.392,2.113,0.185481039,,
29-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,3,XmalCHIC_VI-22_3,1,10.738,2.349,0.21875582,,
29-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,3,XmalCHIC_VI-22_3,2,11.291,1.993,0.176512266,,
29-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,3,XmalCHIC_VI-22_3,3,12.063,2.325,0.192738125,,
29-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,3,XmalCHIC_VI-22_3,4,11.901,2.472,0.207713638,,
29-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,3,XmalCHIC_VI-22_3,5,11.525,2.263,0.196355748,,
29-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,3,XmalCHIC_VI-22_3,6,13.065,2.495,0.190968236,,
29-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,3,XmalCHIC_VI-22_3,7,11.177,2.063,0.184575467,,
12-III-22,III,22,III-22,XmalCHIC,Xmal,CHIC,S000140,,4,XmalCHIC_III-22_4,1,11.42,2.315,0.202714536,,
12-III-22,III,22,III-22,XmalCHIC,Xmal,CHIC,S000140,,4,XmalCHIC_III-22_4,2,11.91,2.316,0.194458438,,
12-III-22,III,22,III-22,XmalCHIC,Xmal,CHIC,S000140,,4,XmalCHIC_III-22_4,3,11.421,2.4,0.210139217,,
20-IV-22,IV,22,IV-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,5,XmalCHIC_IV-22_5,1,9.4,2.102,0.223617021,,
20-IV-22,IV,22,IV-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,5,XmalCHIC_IV-22_5,2,9.762,2.117,0.216861299,,
20-IV-22,IV,22,IV-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,5,XmalCHIC_IV-22_5,3,9.103,2.096,0.230253762,,
20-IV-22,IV,22,IV-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,5,XmalCHIC_IV-22_5,4,9.239,2.172,0.235090378,,
20-IV-22,IV,22,IV-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,5,XmalCHIC_IV-22_5,5,9.277,1.943,0.209442708,,
20-IV-22,IV,22,IV-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,5,XmalCHIC_IV-22_5,6,8.779,1.843,0.209932794,,
28-IV-22,IV,22,IV-22,XmalCHIC,Xmal,CHIC,,,6,XmalCHIC_IV-22_6,1,10.936,2.338,0.21378932,,
28-IV-22,IV,22,IV-22,XmalCHIC,Xmal,CHIC,,,6,XmalCHIC_IV-22_6,2,10.517,1.98,0.188266616,,
28-IV-22,IV,22,IV-22,XmalCHIC,Xmal,CHIC,,,6,XmalCHIC_IV-22_6,3,10.466,2.045,0.195394611,,
28-IV-22,IV,22,IV-22,XmalCHIC,Xmal,CHIC,,,6,XmalCHIC_IV-22_6,4,10.855,2.33,0.214647628,,
28-IV-22,IV,22,IV-22,XmalCHIC,Xmal,CHIC,,,6,XmalCHIC_IV-22_6,5,10.522,2.344,0.222771336,,
28-IV-22,IV,22,IV-22,XmalCHIC,Xmal,CHIC,,,6,XmalCHIC_IV-22_6,6,10.575,2.253,0.213049645,,
28-IV-22,IV,22,IV-22,XmalCHIC,Xmal,CHIC,,,6,XmalCHIC_IV-22_6,7,11.1,2.426,0.218558559,,
28-IV-22,IV,22,IV-22,XmalCHIC,Xmal,CHIC,,,6,XmalCHIC_IV-22_6,8,10.579,2.245,0.212212875,,
28-IV-22,IV,22,IV-22,XmalCHIC,Xmal,CHIC,,,6,XmalCHIC_IV-22_6,9,11.029,2.312,0.209629159,,
28-IV-22,IV,22,IV-22,XmalCHIC,Xmal,CHIC,,,6,XmalCHIC_IV-22_6,10,11.039,2.254,0.204185162,,
6-V-22,V,22,V-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,7,XmalCHIC_V-22_7,1,9.578,2.203,0.230006264,,
6-V-22,V,22,V-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,7,XmalCHIC_V-22_7,2,10.418,1.978,0.189863697,,
6-V-22,V,22,V-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,7,XmalCHIC_V-22_7,3,10.733,2.418,0.2252865,,
15-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,B3-1,8,XmalCHIC_VI-22_8,1,11.653,2.364,0.202866215,,
15-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,B3-1,8,XmalCHIC_VI-22_8,2,12.187,2.377,0.195043899,,
15-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,B3-1,8,XmalCHIC_VI-22_8,3,9.626,2.163,0.224703927,,
15-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,B3-1,8,XmalCHIC_VI-22_8,4,10.197,2.193,0.215063254,,
15-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,B3-1,8,XmalCHIC_VI-22_8,5,10.55,2.05,0.194312796,,
12-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,B3-1,6,XmalCHIC_VI-22_6,1,10.198,2.293,0.224848009,,
12-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,B3-1,6,XmalCHIC_VI-22_6,2,11.253,2.072,0.184128677,,
12-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,B3-1,6,XmalCHIC_VI-22_6,3,10.948,2.353,0.2149251,,
8-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,7,XmalCHIC_VI-22_7,1,9.377,1.916,0.204329743,,
8-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,7,XmalCHIC_VI-22_7,2,9.942,1.765,0.177529672,,
8-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,7,XmalCHIC_VI-22_7,3,9.588,2.185,0.227889028,,
8-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,7,XmalCHIC_VI-22_7,4,9.7,2.026,0.208865979,,
