born_on_date,born_month,born_year,collection,species_site,species,site,parents,tank_id,brood_no,brood_ID,individual,sl_mm,hw_mm,hw/sl,notes,gen
8-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,7,XmalCHIC_VI-22_7,5,9.689,2.067,0.213334709,,
8-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,7,XmalCHIC_VI-22_7,6,9.849,1.833,0.186110265,,
8-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,7,XmalCHIC_VI-22_7,7,9.736,2.056,0.211175021,,
2-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,,8,XmalCHIC_VI-22_8,1,11.726,2.214,0.188811189,,
2-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,,8,XmalCHIC_VI-22_8,2,11.541,2.48,0.214886058,,
13-V-22,V,22,V-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,9,XmalCHIC_V-22_9,1,11.001,2.038,0.185255886,,
13-V-22,V,22,V-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,9,XmalCHIC_V-22_9,2,9.901,2.01,0.203009797,,
13-V-22,V,22,V-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,9,XmalCHIC_V-22_9,3,10.085,2.188,0.216955875,,
12-V-22,V,22,V-22,XmalCHIC,Xmal,CHIC,S000169,,10,XmalCHIC_V-22_10,1,9.643,2.107,0.218500467,,
12-V-22,V,22,V-22,XmalCHIC,Xmal,CHIC,S000169,,10,XmalCHIC_V-22_10,2,11.279,2.58,0.228743683,,
12-V-22,V,22,V-22,XmalCHIC,Xmal,CHIC,S000169,,10,XmalCHIC_V-22_10,3,10.522,1.862,0.176962555,,
12-V-22,V,22,V-22,XmalCHIC,Xmal,CHIC,S000169,,10,XmalCHIC_V-22_10,4,11.006,2.117,0.192349627,,
12-V-22,V,22,V-22,XmalCHIC,Xmal,CHIC,S000169,,10,XmalCHIC_V-22_10,5,10.126,1.883,0.185956943,,
18-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,,11,XmalCHIC_VI-22_11,1,11.074,2.544,0.229727289,,
18-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,,11,XmalCHIC_VI-22_11,2,11.034,2.204,0.199746239,,
18-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,12,XmalCHIC_VI-22_12,1,9.173,1.621,0.17671427,,
18-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,12,XmalCHIC_VI-22_12,2,8.869,2.002,0.225730071,,
18-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,12,XmalCHIC_VI-22_12,3,8.364,1.756,0.209947394,,
18-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,OA3-2,12,XmalCHIC_VI-22_12,4,9.081,1.659,0.182689131,,
17-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,,,13,XmalCHIC_VI-22_13,1,9.556,2.347,0.245604856,,
17-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,,,13,XmalCHIC_VI-22_13,2,9.965,2.208,0.221575514,,
17-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,,,13,XmalCHIC_VI-22_13,3,10.223,2.349,0.229775995,,
17-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,,,13,XmalCHIC_VI-22_13,4,9.093,2.129,0.234136149,,
17-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,,,13,XmalCHIC_VI-22_13,5,9.569,2.032,0.212352388,,
17-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,,,13,XmalCHIC_VI-22_13,6,10.085,2.26,0.224095191,,
17-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,,,13,XmalCHIC_VI-22_13,7,10.086,2.037,0.201963117,,
17-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,,,13,XmalCHIC_VI-22_13,8,10.537,2.314,0.219607099,,
17-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,,,13,XmalCHIC_VI-22_13,9,9.901,2.328,0.235127765,,
17-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,,,13,XmalCHIC_VI-22_13,10,10.243,1.971,0.192424095,,
17-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,,,13,XmalCHIC_VI-22_13,11,10.341,2.233,0.215936563,,
17-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,,,13,XmalCHIC_VI-22_13,12,9.417,1.927,0.204629925,,
17-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,,,13,XmalCHIC_VI-22_13,13,9.799,2.267,0.231350138,,
17-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,,,13,XmalCHIC_VI-22_13,14,9.849,1.873,0.190171591,,
17-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,,,13,XmalCHIC_VI-22_13,15,9.435,2.122,0.22490726,,
17-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,,,13,XmalCHIC_VI-22_13,16,9.293,1.99,0.214139675,,
17-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,B3-1,14,XmalCHIC_VI-22_14,1,10.039,2.077,0.206893117,,
17-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,B3-1,14,XmalCHIC_VI-22_14,2,9.39,2.154,0.229392971,,
17-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,B3-1,14,XmalCHIC_VI-22_14,3,9.804,1.959,0.199816401,,
17-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,B3-1,14,XmalCHIC_VI-22_14,4,9.809,2.09,0.21306963,,
17-VI-22,VI,22,VI-22,XmalCHIC,Xmal,CHIC,S000169,B3-1,14,XmalCHIC_VI-22_14,5,9.606,1.862,0.193837185,,
22-VII-19,VII,19,VII-19,XmalCHIC,Xmal,CHIC,,,1,XmalCHIC_VII-19_1,1,11.236,2.6543,0.236231755,,
22-VII-19,VII,19,VII-19,XmalCHIC,Xmal,CHIC,,,1,XmalCHIC_VII-19_1,2,11.9008,2.7514,0.231194542,,
22-VII-19,VII,19,VII-19,XmalCHIC,Xmal,CHIC,,,1,XmalCHIC_VII-19_1,3,12.4264,2.6076,0.209843559,,
23-VII-19,VII,19,VII-19,XmalCHIC,Xmal,CHIC,,,2,XmalCHIC_VII-19_2,1,11.0721,2.4786,0.223859972,,
23-VII-19,VII,19,VII-19,XmalCHIC,Xmal,CHIC,,,2,XmalCHIC_VII-19_2,2,11.6538,2.5396,0.217920335,,
23-VII-19,VII,19,VII-19,XmalCHIC,Xmal,CHIC,,,2,XmalCHIC_VII-19_2,3,11.4287,2.4498,0.214355089,,
23-VII-19,VII,19,VII-19,XmalCHIC,Xmal,CHIC,,,2,XmalCHIC_VII-19_2,4,10.4153,2.3497,0.225600799,,
22-VII-19,VII,19,VII-19,XmalCHIC,Xmal,CHIC,,,1,XmalCHIC_VII-19_1,1,11.236,2.6543,0.236231755,,0
22-VII-19,VII,19,VII-19,XmalCHIC,Xmal,CHIC,,,1,XmalCHIC_VII-19_1,2,11.9008,2.7514,0.231194542,,0
22-VII-19,VII,19,VII-19,XmalCHIC,Xmal,CHIC,,,1,XmalCHIC_VII-19_1,3,12.4264,2.6076,0.209843559,,0
23-VII-19,VII,19,VII-19,XmalCHIC,Xmal,CHIC,,,2,XmalCHIC_VII-19_2,1,11.0721,2.4786,0.223859972,,0
23-VII-19,VII,19,VII-19,XmalCHIC,Xmal,CHIC,,,2,XmalCHIC_VII-19_2,2,11.6538,2.5396,0.217920335,,0
23-VII-19,VII,19,VII-19,XmalCHIC,Xmal,CHIC,,,2,XmalCHIC_VII-19_2,3,11.4287,2.4498,0.214355089,,0
23-VII-19,VII,19,VII-19,XmalCHIC,Xmal,CHIC,,,2,XmalCHIC_VII-19_2,4,10.4153,2.3497,0.225600799,,0
31-VII-19,VII,19,VII-19,XmalCHIC,Xmal,CHIC,,,3,XmalCHIC_VII-19_3,1,13.893,3.014,0.216943785,,0
4-IIX-19,IIX,19,IIX-19,XmalCHIC,Xmal,CHIC,,,4,XmalCHIC_IIX-19_4,1,10.775,2.446,0.227006961,,0
4-IIX-19,IIX,19,IIX-19,XmalCHIC,Xmal,CHIC,,,4,XmalCHIC_IIX-19_4,2,10.81,2.521,0.233209991,,0
4-IIX-19,IIX,19,IIX-19,XmalCHIC,Xmal,CHIC,,,4,XmalCHIC_IIX-19_4,3,10.949,2.534,0.231436661,,0
4-IIX-19,IIX,19,IIX-19,XmalCHIC,Xmal,CHIC,,,4,XmalCHIC_IIX-19_4,4,10.999,2.529,0.229929994,,0
26-IIX-19,IIX,19,IIX-19,XmalCHIC,Xmal,CHIC,,,5,XmalCHIC_IIX-19_5,1,11.192,2.534,0.226411723,,0
26-IIX-19,IIX,19,IIX-19,XmalCHIC,Xmal,CHIC,,,5,XmalCHIC_IIX-19_5,2,10.565,2.511,0.237671557,,0
3-IX-19,IX,19,IX-19,XmalCHIC,Xmal,CHIC,,,6,XmalCHIC_IX-19_6,1,11.294,2.6,0.230210731,,0
3-IX-19,IX,19,IX-19,XmalCHIC,Xmal,CHIC,,,6,XmalCHIC_IX-19_6,2,10.785,2.476,0.229578118,,0
3-IX-19,IX,19,IX-19,XmalCHIC,Xmal,CHIC,,,7,XmalCHIC_IX-19_7,1,11.362,2.591,0.228040838,,0
3-IX-19,IX,19,IX-19,XmalCHIC,Xmal,CHIC,,,7,XmalCHIC_IX-19_7,2,11.562,2.506,0.216744508,,0
3-IX-19,IX,19,IX-19,XmalCHIC,Xmal,CHIC,,,7,XmalCHIC_IX-19_7,3,11.813,2.558,0.216541099,,0
3-IX-19,IX,19,IX-19,XmalCHIC,Xmal,CHIC,,,7,XmalCHIC_IX-19_7,4,10.909,2.555,0.234210285,,0
11-IX-19,IX,19,IX-19,XmalCHIC,Xmal,CHIC,,,8,XmalCHIC_IX-19_8,1,9.913,2.847,0.287198628,,0
11-IX-19,IX,19,IX-19,XmalCHIC,Xmal,CHIC,,,8,XmalCHIC_IX-19_8,2,11.168,2.778,0.248746418,,0
11-IX-19,IX,19,IX-19,XmalCHIC,Xmal,CHIC,,,8,XmalCHIC_IX-19_8,3,10.383,2.503,0.241067129,,0
11-IX-19,IX,19,IX-19,XmalCHIC,Xmal,CHIC,,,8,XmalCHIC_IX-19_8,4,10.409,2.656,0.255163801,,0
11-IX-19,IX,19,IX-19,XmalCHIC,Xmal,CHIC,,,8,XmalCHIC_IX-19_8,5,11.725,2.601,0.221833689,,0
11-IX-19,IX,19,IX-19,XmalCHIC,Xmal,CHIC,,,8,XmalCHIC_IX-19_8,6,11.672,2.513,0.215301576,,0
11-IX-19,IX,19,IX-19,XmalCHIC,Xmal,CHIC,,,8,XmalCHIC_IX-19_8,7,11.306,2.711,0.239784185,,0
11-IX-19,IX,19,IX-19,XmalCHIC,Xmal,CHIC,,,8,XmalCHIC_IX-19_8,8,10.616,2.725,0.256688018,,0
11-IX-19,IX,19,IX-19,XmalCHIC,Xmal,CHIC,,,8,XmalCHIC_IX-19_8,9,11.401,2.551,0.223752302,,0
13-IX-19,IX,19,IX-19,XmalCHIC,Xmal,CHIC,,,9,XmalCHIC_IX-19_9,1,12.659,2.65,0.20933723,,0
13-IX-19,IX,19,IX-19,XmalCHIC,Xmal,CHIC,,,9,XmalCHIC_IX-19_9,2,12.13,2.67,0.220115416,,0
13-IX-19,IX,19,IX-19,XmalCHIC,Xmal,CHIC,,,9,XmalCHIC_IX-19_9,3,10.721,2.68,0.249976681,,0
13-IX-19,IX,19,IX-19,XmalCHIC,Xmal,CHIC,,,9,XmalCHIC_IX-19_9,4,11.495,2.277,0.198086124,,0
13-IX-19,IX,19,IX-19,XmalCHIC,Xmal,CHIC,,,9,XmalCHIC_IX-19_9,5,11.011,2.288,0.207792208,,0
13-IX-19,IX,19,IX-19,XmalCHIC,Xmal,CHIC,,,9,XmalCHIC_IX-19_9,6,10.895,2.439,0.223864158,,0
13-IX-19,IX,19,IX-19,XmalCHIC,Xmal,CHIC,,,9,XmalCHIC_IX-19_9,7,11.606,2.419,0.208426676,,0
13-IX-19,IX,19,IX-19,XmalCHIC,Xmal,CHIC,,,9,XmalCHIC_IX-19_9,8,10.466,2.421,0.231320466,,0
13-IX-19,IX,19,IX-19,XmalCHIC,Xmal,CHIC,,,9,XmalCHIC_IX-19_9,9,11.278,2.408,0.213513034,,0
26-II-20,II,20,II-20,XmalCHIC,Xmal,CHIC,,,10,XmalCHIC_II-20_10,1,12.364,2.649,0.214251051,,0
2-III-20,III,20,III-20,XmalCHIC,Xmal,CHIC,,,11,XmalCHIC_III-20_11,1,11.216,2.655,0.236715407,,0
2-III-20,III,20,III-20,XmalCHIC,Xmal,CHIC,,,11,XmalCHIC_III-20_11,2,12.461,2.782,0.22325656,,0
16-III-20,III,20,III-20,XmalCHIC,Xmal,CHIC,,,12,XmalCHIC_III-20_12,1,11.371,2.636,0.231817782,,0
16-III-20,III,20,III-20,XmalCHIC,Xmal,CHIC,,,12,XmalCHIC_III-20_12,2,11.48,2.501,0.217857143,,0
16-III-20,III,20,III-20,XmalCHIC,Xmal,CHIC,,,12,XmalCHIC_III-20_12,3,11.725,2.597,0.221492537,,0
16-III-20,III,20,III-20,XmalCHIC,Xmal,CHIC,,,12,XmalCHIC_III-20_12,4,11.404,2.34,0.205191161,,0
16-III-20,III,20,III-20,XmalCHIC,Xmal,CHIC,,,12,XmalCHIC_III-20_12,5,11.182,2.304,0.20604543,,0
16-III-20,III,20,III-20,XmalCHIC,Xmal,CHIC,,,12,XmalCHIC_III-20_12,6,11.631,2.593,0.222938698,,0
16-III-20,III,20,III-20,XmalCHIC,Xmal,CHIC,,,12,XmalCHIC_III-20_12,7,11.671,2.578,0.220889384,,0
16-III-20,III,20,III-20,XmalCHIC,Xmal,CHIC,,,12,XmalCHIC_III-20_12,8,11.606,2.326,0.200413579,,0
26-III-20,III,20,III-20,XmalCHIC,Xmal,CHIC,,,13,XmalCHIC_III-20_13,1,11.656,2.623,0.225034317,,0
26-III-20,III,20,III-20,XmalCHIC,Xmal,CHIC,,,13,XmalCHIC_III-20_13,2,12.104,2.644,0.218440185,,0
28-III-20,III,20,III-20,XmalCHIC,Xmal,CHIC,,,14,XmalCHIC_III-20_14,1,11.497,2.391,0.207967296,,0
28-III-20,III,20,III-20,XmalCHIC,Xmal,CHIC,,,14,XmalCHIC_III-20_14,2,11.937,2.521,0.211192092,,0
20-IX-22,IX,22,IX-22,XmalCHIC,Xmal,CHIC,parents S000169,S000186,15,XmalCHIC_IX-22_15,1,10.047,1.707,0.169901463,,
20-IX-22,IX,22,IX-22,XmalCHIC,Xmal,CHIC,parents S000169,S000186,15,XmalCHIC_IX-22_15,2,8.917,1.692,0.189749916,,
20-IX-22,IX,22,IX-22,XmalCHIC,Xmal,CHIC,parents S000169,S000186,15,XmalCHIC_IX-22_15,3,9.299,2.05,0.220453812,,
20-IX-22,IX,22,IX-22,XmalCHIC,Xmal,CHIC,parents S000169,S000186,15,XmalCHIC_IX-22_15,4,8.587,2.111,0.24583673,,
22-IX-22,IX,22,IX-22,XmalCHIC,Xmal,CHIC,S000186,,16,XmalCHIC_IX-22_16,1,9.944,2.204,0.221641191,,
29-IV-22,IV,22,IV-22,XmalCHIC,Xmal,CHIC,S000169,TB-B3-1,17,XmalCHIC_IV-22_17,1,9.617,1.921,0.199750442,,
29-IV-22,IV,22,IV-22,XmalCHIC,Xmal,CHIC,S000169,TB-B3-1,17,XmalCHIC_IV-22_17,2,9.23,1.987,0.215276273,,
30-IX-22,IX,22,IX-22,XmalCHIC,Xmal,CHIC,S000169,B3-1,18,XmalCHIC_IX-22_18,1,9.298,2.053,0.220800172,,
6-X-22,X,22,X-22,XmalCHIC,Xmal,CHIC,S000169,,19,XmalCHIC_X-22_19,1,11.272,2.336,0.207239177,,
6-X-22,X,22,X-22,XmalCHIC,Xmal,CHIC,S000169,,19,XmalCHIC_X-22_19,2,9.659,2.166,0.224246816,,
6-X-22,X,22,X-22,XmalCHIC,Xmal,CHIC,S000169,,19,XmalCHIC_X-22_19,3,11.206,2.267,0.202302338,,
21-X-21,X,21,X-21,XmalVNNO,Xmal,VNNO,,OC3-1,1,XmalVNNO_X-21_1,1,10.731,2.422,0.225701239,,
21-X-21,X,21,X-21,XmalVNNO,Xmal,VNNO,,OC3-1,1,XmalVNNO_X-21_1,2,10.095,2.277,0.225557207,,
21-X-21,X,21,X-21,XmalVNNO,Xmal,VNNO,,OC3-1,1,XmalVNNO_X-21_1,3,10.717,2.187,0.204068303,,
26-II-20,II,20,II-20,XmalXFAU,Xmal,XFAU,,,1,XmalXFAU_II-20_1,1,12.306,2.64,0.214529498,,0
26-II-20,II,20,II-20,XmalXFAU,Xmal,XFAU,,,1,XmalXFAU_II-20_1,2,12.643,2.678,0.211816816,,0
26-II-20,II,20,II-20,XmalXFAU,Xmal,XFAU,,,1,XmalXFAU_II-20_1,3,12.512,2.502,0.199968031,,0
2-III-20,III,20,III-20,XmalXFAU,Xmal,XFAU,,,2,XmalXFAU_III-20_2,1,10.44,2.395,0.22940613,,0
2-III-20,III,20,III-20,XmalXFAU,Xmal,XFAU,,,2,XmalXFAU_III-20_2,2,11.458,2.503,0.218449991,,0
2-III-20,III,20,III-20,XmalXFAU,Xmal,XFAU,,,2,XmalXFAU_III-20_2,3,11.076,2.425,0.218941856,,0
2-III-20,III,20,III-20,XmalXFAU,Xmal,XFAU,,,2,XmalXFAU_III-20_2,4,10.46,2.503,0.239292543,,0
2-III-20,III,20,III-20,XmalXFAU,Xmal,XFAU,,,2,XmalXFAU_III-20_2,5,10.62,2.497,0.235122411,,0
6-III-20,III,20,III-20,XmalXFAU,Xmal,XFAU,,,3,XmalXFAU_III-20_3,1,12.04,2.615,0.217192691,,0
6-III-20,III,20,III-20,XmalXFAU,Xmal,XFAU,,,3,XmalXFAU_III-20_3,2,11.355,2.501,0.222074232,,0
12-IV-20,IV,20,IV-20,XpygPTHC,Xpyg,PTHC,,,1,XpygPTHC_IV-20_1,1,7.74,1.7,0.219638243,,0
12-IV-20,IV,20,IV-20,XpygPTHC,Xpyg,PTHC,,,1,XpygPTHC_IV-20_1,2,7.67,1.57,0.204693611,,0
12-IV-20,IV,20,IV-20,XpygPTHC,Xpyg,PTHC,,,1,XpygPTHC_IV-20_1,3,7.8,1.74,0.223076923,,0
12-IV-20,IV,20,IV-20,XpygPTHC,Xpyg,PTHC,,,1,XpygPTHC_IV-20_1,4,7.6,1.51,0.198684211,,0
16-IV-20,IV,20,IV-20,XpygPTHC,Xpyg,PTHC,,,2,XpygPTHC_IV-20_2,1,8.02,1.83,0.228179551,,0
18-IV-20,IV,20,IV-20,XpygPTHC,Xpyg,PTHC,,,3,XpygPTHC_IV-20_3,1,8.5,1.73,0.203529412,,0
21-IV-20,IV,20,IV-20,XpygPTHC,Xpyg,PTHC,,,4,XpygPTHC_IV-20_4,1,8.91,2,0.224466891,,0
21-IV-20,IV,20,IV-20,XpygPTHC,Xpyg,PTHC,,,4,XpygPTHC_IV-20_4,2,9.1,1.92,0.210989011,,0
18-III-21,III,21,III-21,Xvar_xbir_F1,Xvar_xbir_F1,,,,1,Xvar_xbir_F1_III-21_1,1,5.767,1.547,0.26825039,,
21-VI-21,VI,21,VI-21,Xvar_xcor_F1,Xvar_xcor_F1,,,,1,Xvar_xcor_F1_VI-21_1,1,10.792,1.765,0.163547072,,
21-VI-21,VI,21,VI-21,Xvar_xcor_F1,Xvar_xcor_F1,,,,1,Xvar_xcor_F1_VI-21_1,2,9.704,2.074,0.213726298,,
21-VI-21,VI,21,VI-21,Xvar_xcor_F1,Xvar_xcor_F1,,,,1,Xvar_xcor_F1_VI-21_1,3,10.815,2.167,0.200369857,,
2-III-20,III,20,III-20,XvarCHAF,Xvar,CHAF,,,1,XvarCHAF_III-20_1,1,9.64,2.24,0.232365145,,0
14-IV-20,IV,20,IV-20,XvarCHAF,Xvar,CHAF,,,2,XvarCHAF_IV-20_2,1,8.4,2.04,0.242857143,,0
14-IV-20,IV,20,IV-20,XvarCHAF,Xvar,CHAF,,,2,XvarCHAF_IV-20_2,2,8.26,1.82,0.220338983,,0
14-IV-20,IV,20,IV-20,XvarCHAF,Xvar,CHAF,,,2,XvarCHAF_IV-20_2,3,8.28,2.03,0.245169082,,0
14-IV-20,IV,20,IV-20,XvarCHAF,Xvar,CHAF,,,2,XvarCHAF_IV-20_2,4,9.35,1.81,0.193582888,,0
14-IV-20,IV,20,IV-20,XvarCHAF,Xvar,CHAF,,,2,XvarCHAF_IV-20_2,5,8.35,2,0.239520958,,0
14-IV-20,IV,20,IV-20,XvarCHAF,Xvar,CHAF,,,2,XvarCHAF_IV-20_2,6,8.3,1.89,0.227710843,,0
14-IV-20,IV,20,IV-20,XvarCHAF,Xvar,CHAF,,,2,XvarCHAF_IV-20_2,7,7.84,1.91,0.243622449,,0
14-IV-20,IV,20,IV-20,XvarCHAF,Xvar,CHAF,,,2,XvarCHAF_IV-20_2,8,7.5,1.84,0.245333333,,0
27-IIX_19,IIX,19,IIX_19,XvarCOAC,Xvar,COAC,,,1,XvarCOAC_IIX_19_1,1,6.805,1.397,0.205290228,,0
27-IIX_19,IIX,19,IIX_19,XvarCOAC,Xvar,COAC,,,1,XvarCOAC_IIX_19_1,2,7.27,1.84,0.253094911,,0
27-IIX_19,IIX,19,IIX_19,XvarCOAC,Xvar,COAC,,,1,XvarCOAC_IIX_19_1,3,6.922,1.556,0.224790523,,0
27-IIX_19,IIX,19,IIX_19,XvarCOAC,Xvar,COAC,,,1,XvarCOAC_IIX_19_1,4,7.089,1.628,0.229651573,,0
27-IIX_19,IIX,19,IIX_19,XvarCOAC,Xvar,COAC,,,1,XvarCOAC_IIX_19_1,5,7.038,1.687,0.239698778,,0
27-IIX_19,IIX,19,IIX_19,XvarCOAC,Xvar,COAC,,,1,XvarCOAC_IIX_19_1,6,6.902,1.753,0.253984352,,0
27-IIX_19,IIX,19,IIX_19,XvarCOAC,Xvar,COAC,,,1,XvarCOAC_IIX_19_1,7,7.36,1.842,0.250271739,,0
27-IIX_19,IIX,19,IIX_19,XvarCOAC,Xvar,COAC,,,1,XvarCOAC_IIX_19_1,8,6.329,1.37,0.216463896,,0
2-IX-19,IX,19,IX-19,XvarCOAC,Xvar,COAC,,,2,XvarCOAC_IX-19_2,1,7.439,1.72,0.231213873,,0
2-IX-19,IX,19,IX-19,XvarCOAC,Xvar,COAC,,,2,XvarCOAC_IX-19_2,2,7.733,1.792,0.231734126,,0
2-IX-19,IX,19,IX-19,XvarCOAC,Xvar,COAC,,,2,XvarCOAC_IX-19_2,3,7.909,1.851,0.234037173,,0
2-IX-19,IX,19,IX-19,XvarCOAC,Xvar,COAC,,,2,XvarCOAC_IX-19_2,4,7.615,1.89,0.248194353,,0
2-IX-19,IX,19,IX-19,XvarCOAC,Xvar,COAC,,,2,XvarCOAC_IX-19_2,5,7.904,1.892,0.23937247,,0
2-IX-19,IX,19,IX-19,XvarCOAC,Xvar,COAC,,,2,XvarCOAC_IX-19_2,6,7.996,1.935,0.241995998,,0
2-IX-19,IX,19,IX-19,XvarCOAC,Xvar,COAC,,,2,XvarCOAC_IX-19_2,7,7.864,1.867,0.237410987,,0
2-IX-19,IX,19,IX-19,XvarCOAC,Xvar,COAC,,,2,XvarCOAC_IX-19_2,8,7.767,1.673,0.215398481,,0
2-IX-19,IX,19,IX-19,XvarCOAC,Xvar,COAC,,,2,XvarCOAC_IX-19_2,9,7.755,1.586,0.204513217,,0
2-IX-19,IX,19,IX-19,XvarCOAC,Xvar,COAC,,,2,XvarCOAC_IX-19_2,10,7.336,1.755,0.239231189,,0
2-IX-19,IX,19,IX-19,XvarCOAC,Xvar,COAC,,,2,XvarCOAC_IX-19_2,11,7.848,1.829,0.233053007,,0
2-IX-19,IX,19,IX-19,XvarCOAC,Xvar,COAC,,,2,XvarCOAC_IX-19_2,12,7.935,1.873,0.236042848,,0
2-IX-19,IX,19,IX-19,XvarCOAC,Xvar,COAC,,,2,XvarCOAC_IX-19_2,13,7.779,1.849,0.23769122,,0
2-IX-19,IX,19,IX-19,XvarCOAC,Xvar,COAC,,,2,XvarCOAC_IX-19_2,14,7.582,1.766,0.232920074,,0
2-IX-19,IX,19,IX-19,XvarCOAC,Xvar,COAC,,,2,XvarCOAC_IX-19_2,15,8.107,1.767,0.217959788,,0
2-IX-19,IX,19,IX-19,XvarCOAC,Xvar,COAC,,,2,XvarCOAC_IX-19_2,16,7.571,1.666,0.220050192,,0
2-IX-19,IX,19,IX-19,XvarCOAC,Xvar,COAC,,,2,XvarCOAC_IX-19_2,17,7.712,1.716,0.222510373,,0
2-IX-19,IX,19,IX-19,XvarCOAC,Xvar,COAC,,,2,XvarCOAC_IX-19_2,18,8.018,1.846,0.230231978,,0
2-IX-19,IX,19,IX-19,XvarCOAC,Xvar,COAC,,,2,XvarCOAC_IX-19_2,19,7.467,1.524,0.204098031,,0
2-IX-19,IX,19,IX-19,XvarCOAC,Xvar,COAC,,,2,XvarCOAC_IX-19_2,20,7.89,1.602,0.203041825,,0
2-IX-19,IX,19,IX-19,XvarCOAC,Xvar,COAC,,,2,XvarCOAC_IX-19_2,21,7.319,1.783,0.243612515,,0
4-IX-23,IX,23,IX-23,Xcor_xbir_F2,Xcor_xbir_F2,,confirmed F1s,roof tank 2,3,Xcor_xbir_F2_IX-23_3,1,10.653,2.295,0.215432273,,
4-IX-23,IX,23,IX-23,Xcor_xbir_F2,Xcor_xbir_F2,,confirmed F1s,roof tank 2,3,Xcor_xbir_F2_IX-23_3,2,8.315,1.819,0.218761275,,
19-IX-23,IX,23,IX-23,Xcor_xbir_F2,Xcor_xbir_F2,,S000170,roof tank 2,4,Xcor_xbir_F2_IX-23_4,1,10.318,2.207,0.213898042,,
20-IX-23,IX,23,IX-23,Xcor_xbir_F2,Xcor_xbir_F2,,S000170,roof tank 2,5,Xcor_xbir_F2_IX-23_5,1,9.558,2.037,0.2131199,,
20-IX-23,IX,23,IX-23,Xcor_xbir_F2,Xcor_xbir_F2,,S000170,roof tank 2,5,Xcor_xbir_F2_IX-23_5,2,8.35,2.016,0.241437126,,
20-IX-23,IX,23,IX-23,Xcor_xbir_F2,Xcor_xbir_F2,,S000170,roof tank 2,5,Xcor_xbir_F2_IX-23_5,3,9.579,2.071,0.216202109,,
20-IX-23,IX,23,IX-23,Xcor_xbir_F2,Xcor_xbir_F2,,S000170,roof tank 2,5,Xcor_xbir_F2_IX-23_5,4,9.533,2.027,0.212629812,,
20-IX-23,IX,23,IX-23,Xcor_xbir_F2,Xcor_xbir_F2,,S000170,roof tank 2,5,Xcor_xbir_F2_IX-23_5,5,9.469,1.934,0.204245432,,
9-III-23,III,23,III-23,Xmal_xbir_F2,Xmal_xbir_F2,,S00??10,roof tank 8,7,Xmal_xbir_F2_III-23_7,1,10.155,2.122,0.208961103,,
9-III-23,III,23,III-23,Xmal_xbir_F2,Xmal_xbir_F2,,S00??10,roof tank 8,7,Xmal_xbir_F2_III-23_7,2,9.763,2.208,0.226159992,,
16-III-23,III,23,III-23,Xmal_xbir_F2,Xmal_xbir_F2,CHIC/COAC,,roof tank 7,8,Xmal_xbir_F2_III-23_8,1,9.349,2.36,0.252433415,,
16-III-23,III,23,III-23,Xmal_xbir_F2,Xmal_xbir_F2,CHIC/COAC,,roof tank 7,8,Xmal_xbir_F2_III-23_8,2,9.803,2.313,0.235948179,,
